#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_010658.1	2970364	2970864	+	-	-	SBBS512_RS18215	WP_000140497.1	166	MULTISPECIES: regulatory protein RecX
chr	NC_010658.1	2970905	2971042	-	-	-	SBBS512_RS18220	WP_001297217.1	45	MULTISPECIES: hypothetical protein
chr	NC_010658.1	2970992	2973622	+	-	-	SBBS512_RS18225	WP_000047186.1	876	MULTISPECIES: alanine--tRNA ligase
chr	NC_010658.1	2973857	2974042	+	-	-	SBBS512_RS18230	WP_000906486.1	61	MULTISPECIES: carbon storage regulator
chr	NC_010658.1	2975360	2975923	+	-	-	SBBS512_RS18255	WP_000273304.1	187	MULTISPECIES: fructose-1-phosphate/6-phosphogluconate phosphatase
chr	NC_010658.1	2975920	2976348	+	-	-	SBBS512_RS18260	WP_001287447.1	142	MULTISPECIES: membrane protein
chr	NC_010658.1	2976421	2977977	+	-	-	SBBS512_RS18265	WP_000611811.1	518	MULTISPECIES: glutamate--cysteine ligase
chr	NC_010658.1	2978127	2978642	+	-	-	SBBS512_RS18270	WP_001130216.1	171	MULTISPECIES: S-ribosylhomocysteine lyase
chr	NC_010658.1	2978706	2980253	-	-	emrB	SBBS512_RS18275	WP_012421285.1	515	multidrug efflux MFS transporter subunit EmrB
chr	NC_010658.1	2980270	2981442	-	-	-	SBBS512_RS18280	WP_012421237.1	390	MULTISPECIES: multidrug export protein EmrA
chr	NC_010658.1	2981569	2982099	-	-	-	SBBS512_RS18285	WP_000378442.1	176	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	2982190	2982525	-	-	-	SBBS512_RS18290	WP_000119763.1	111	MULTISPECIES: L-valine transporter subunit YgaH
chr	NC_010658.1	2982515	2983252	-	-	-	SBBS512_RS18295	WP_000445646.1	245	MULTISPECIES: branched-chain amino acid transporter AzlC
chr	NC_010658.1	2983617	2983994	-	-	-	SBBS512_RS18305	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	2984039	2984314	-	-	-	SBBS512_RS18310	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	2985629	2986621	-	-	-	SBBS512_RS18320	WP_001216527.1	330	MULTISPECIES: glycine betaine ABC transporter substrate-binding protein
chr	NC_010658.1	2986679	2987743	-	-	-	SBBS512_RS18325	WP_000774996.1	354	MULTISPECIES: proline/betaine ABC transporter permease ProW
chr	NC_010658.1	2987736	2988938	-	-	-	SBBS512_RS18330	WP_000985494.1	400	MULTISPECIES: glycine betaine/L-proline ABC transporter ATP-binding protein
chr	NC_010658.1	2989293	2990252	-	-	-	SBBS512_RS18335	WP_000777974.1	319	ribonucleotide-diphosphate reductase subunit beta
chr	NC_010658.1	2990262	2992406	-	-	-	SBBS512_RS18340	WP_000246541.1	714	MULTISPECIES: ribonucleotide-diphosphate reductase subunit alpha
chr	NC_010658.1	2992379	2992789	-	-	nrdI	SBBS512_RS18345	WP_000080947.1	136	MULTISPECIES: protein NrdI
chr	NC_010658.1	2992786	2993031	-	-	-	SBBS512_RS18350	WP_001223231.1	81	MULTISPECIES: NrdH-redoxin
chr	NC_010658.1	2993279	2993608	-	-	-	SBBS512_RS18355	WP_001295174.1	109	MULTISPECIES: DUF883 domain-containing protein
chr	NC_010658.1	2993793	2994068	+	-	-	SBBS512_RS29720	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	2993987	2994490	+	-	-	SBBS512_RS18365	WP_000089832.1	167	MULTISPECIES: transposase
chr	NC_010658.1	2994537	2994881	+	-	-	SBBS512_RS18370	WP_000281320.1	114	MULTISPECIES: hypothetical protein
chr	NC_010658.1	2994918	2995367	-	-	-	SBBS512_RS18375	WP_000492656.1	149	MULTISPECIES: L-alanine exporter AlaE
chr	NC_010658.1	2996020	2996424	+	-	-	SBBS512_RS18380	WP_000115383.1	134	MULTISPECIES: DNA-binding protein StpA
chr	NC_010658.1	2996471	2996995	-	-	-	SBBS512_RS18385	WP_001229467.1	174	MULTISPECIES: membrane protein
chr	NC_010658.1	2997005	2997304	-	-	-	SBBS512_RS18390	WP_000137291.1	99	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	2997487	2997645	+	-	-	SBBS512_RS18395	WP_000508177.1	52	MULTISPECIES: proteolipid membrane potential modulator
chr	NC_010658.1	2997729	2998178	+	-	-	SBBS512_RS18400	WP_000522424.1	149	MULTISPECIES: peptidoglycan-binding protein LysM
chr	NC_010658.1	2998179	2998841	-	-	-	SBBS512_RS18405	WP_000156827.1	220	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	2998862	3000262	-	-	-	SBBS512_RS18410	WP_012421455.1	466	MULTISPECIES: GABA permease
chr	NC_010658.1	3003238	3004506	-	-	-	SBBS512_RS18425	WP_000271932.1	422	MULTISPECIES: hydroxyglutarate oxidase
chr	NC_010658.1	3004526	3005503	-	-	-	SBBS512_RS18430	WP_004986208.1	325	MULTISPECIES: protein CsiD
chr	NC_010658.1	3005839	3007242	-	-	-	SBBS512_RS18435	WP_071821633.1	467	hypothetical protein
chr	NC_010658.1	3007282	3007479	+	-	-	SBBS512_RS29725	WP_071821705.1	65	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3007589	3007744	-	-	-	SBBS512_RS29730	WP_071821634.1	51	MULTISPECIES: nitrite extrusion protein 2
chr	NC_010658.1	3007701	3008066	+	-	-	SBBS512_RS18445	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	3008207	3008572	+	-	-	SBBS512_RS18450	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	3008530	3009435	+	-	-	SBBS512_RS18455	WP_012421369.1	301	MULTISPECIES: transposase
chr	NC_010658.1	3010549	3010824	+	-	-	SBBS512_RS18465	WP_024217409.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3010743	3011246	+	-	-	SBBS512_RS18470	WP_000089772.1	167	transposase
chr	NC_010658.1	3012863	3013138	+	-	-	SBBS512_RS18480	WP_071821635.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3013183	3013560	+	-	-	SBBS512_RS18485	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3013562	3014335	+	-	-	SBBS512_RS18490	WP_000445064.1	257	MULTISPECIES: 5-keto-4-deoxy-D-glucarate aldolase
chr	NC_010658.1	3014365	3015255	+	-	-	SBBS512_RS18495	WP_001303675.1	296	MULTISPECIES: 2-hydroxy-3-oxopropionate reductase
chr	NC_010658.1	3015352	3016497	+	-	-	SBBS512_RS18500	WP_012421382.1	381	glycerate 2-kinase
chr	NC_010658.1	3018358	3018861	-	-	-	SBBS512_RS18510	WP_012421209.1	167	MULTISPECIES: transposase
chr	NC_010658.1	3018780	3019055	-	-	-	SBBS512_RS29750	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3019536	3019880	-	-	-	SBBS512_RS18520	WP_000145836.1	114	MULTISPECIES: transcriptional regulator
chr	NC_010658.1	3020069	3021007	+	-	-	SBBS512_RS18525	WP_000104204.1	312	transcriptional regulator TdcA
chr	NC_010658.1	3021106	3022095	+	-	-	SBBS512_RS18530	WP_000548347.1	329	MULTISPECIES: serine/threonine dehydratase
chr	NC_010658.1	3022117	3023448	+	-	-	SBBS512_RS18535	WP_000107720.1	443	MULTISPECIES: threonine/serine transporter TdcC
chr	NC_010658.1	3023474	3024682	+	-	-	SBBS512_RS18540	WP_012421542.1	402	MULTISPECIES: propionate/acetate kinase
chr	NC_010658.1	3024716	3027010	+	-	-	SBBS512_RS18545	WP_000861733.1	764	MULTISPECIES: PFL-like enzyme TdcE
chr	NC_010658.1	3027024	3027413	+	-	-	SBBS512_RS18550	WP_000719990.1	129	MULTISPECIES: reactive intermediate/imine deaminase
chr	NC_010658.1	3027485	3028849	+	-	-	SBBS512_RS18555	WP_000622115.1	454	MULTISPECIES: L-serine dehydratase
chr	NC_010658.1	3029140	3029643	-	-	-	SBBS512_RS18560	WP_012421391.1	167	transposase
chr	NC_010658.1	3029562	3029837	-	-	-	SBBS512_RS18565	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3029900	3031231	+	-	-	SBBS512_RS18570	WP_000401562.1	443	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3031259	3032569	+	-	-	SBBS512_RS18575	WP_000460524.1	436	MULTISPECIES: membrane protein
chr	NC_010658.1	3032703	3032870	-	-	-	SBBS512_RS18580	WP_000987189.1	55	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3032890	3033591	-	-	-	SBBS512_RS18585	WP_000633577.1	233	MULTISPECIES: pirin-like protein YhaK
chr	NC_010658.1	3034716	3034991	+	-	-	SBBS512_RS18595	WP_001317300.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3034910	3035413	+	-	-	SBBS512_RS18600	WP_000089821.1	167	MULTISPECIES: transposase
chr	NC_010658.1	3035407	3035775	-	-	-	SBBS512_RS18605	WP_001198781.1	122	MULTISPECIES: DUF805 domain-containing protein
chr	NC_010658.1	3035909	3036184	+	-	-	SBBS512_RS18610	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3036229	3036606	+	-	-	SBBS512_RS18615	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3036794	3037159	-	-	-	SBBS512_RS18620	WP_000384145.1	121	MULTISPECIES: DUF805 domain-containing protein
chr	NC_010658.1	3037452	3038438	-	-	-	SBBS512_RS18625	WP_000531201.1	328	MULTISPECIES: glutathione-dependent reductase
chr	NC_010658.1	3038508	3038900	-	-	-	SBBS512_RS18630	WP_000732231.1	130	MULTISPECIES: membrane protein
chr	NC_010658.1	3039086	3039385	-	-	-	SBBS512_RS18635	WP_000096086.1	99	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3039375	3039779	-	-	-	SBBS512_RS18640	WP_000785722.1	134	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3039782	3040087	-	-	-	SBBS512_RS18645	WP_000031415.1	101	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3040125	3040493	-	-	-	SBBS512_RS18650	WP_001297156.1	122	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3040640	3041023	-	-	-	SBBS512_RS18655	WP_001166768.1	127	MULTISPECIES: modulator protein MzrA
chr	NC_010658.1	3041027	3041689	-	-	-	SBBS512_RS18660	WP_000422149.1	220	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3042034	3042810	-	-	-	SBBS512_RS18665	WP_000406490.1	258	MULTISPECIES: GntR family transcriptional regulator
chr	NC_010658.1	3043397	3043672	+	-	-	SBBS512_RS18675	WP_024217409.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3043699	3044094	+	-	-	SBBS512_RS18680	WP_000634405.1	131	MULTISPECIES: transposase
chr	NC_010658.1	3044629	3045102	+	-	-	SBBS512_RS18690	WP_000755096.1	157	MULTISPECIES: fimbrial protein
chr	NC_010658.1	3045054	3045221	-	-	-	SBBS512_RS29755	WP_071821636.1	55	MULTISPECIES: nitrite extrusion protein 2
chr	NC_010658.1	3045243	3045398	-	-	-	SBBS512_RS29760	WP_012421475.1	51	hypothetical protein
chr	NC_010658.1	3045355	3045720	+	-	-	SBBS512_RS18695	WP_000567766.1	121	MULTISPECIES: transposase
chr	NC_010658.1	3045678	3046583	+	-	-	SBBS512_RS18700	WP_000376502.1	301	MULTISPECIES: integrase
chr	NC_010658.1	3046636	3047565	+	-	-	SBBS512_RS18705	WP_000440315.1	309	transcriptional regulator
chr	NC_010658.1	3047693	3049138	-	-	-	SBBS512_RS18710	WP_000174339.1	481	MULTISPECIES: metalloprotease TldD
chr	NC_010658.1	3049294	3053094	-	-	-	SBBS512_RS18715	WP_001253550.1	1266	MULTISPECIES: DUF3971 domain-containing protein
chr	NC_010658.1	3053162	3054631	-	-	-	SBBS512_RS18720	WP_000123197.1	489	MULTISPECIES: ribonuclease E/G
chr	NC_010658.1	3054621	3055214	-	-	-	SBBS512_RS18725	WP_000203098.1	197	MULTISPECIES: septum formation protein Maf
chr	NC_010658.1	3055223	3055711	-	-	-	SBBS512_RS18730	WP_000179409.1	162	MULTISPECIES: rod shape-determining protein MreD
chr	NC_010658.1	3055711	3056796	-	-	-	SBBS512_RS18735	WP_000802512.1	361	MULTISPECIES: rod shape-determining protein MreC
chr	NC_010658.1	3056862	3057905	-	-	-	SBBS512_RS18740	WP_000913396.1	347	MULTISPECIES: rod shape-determining protein
chr	NC_010658.1	3057883	3058065	+	-	-	SBBS512_RS29765	WP_001328392.1	60	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3058013	3058201	+	-	-	SBBS512_RS18745	WP_001303690.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3058210	3060150	-	-	-	SBBS512_RS18750	WP_001241461.1	646	MULTISPECIES: RNase E specificity factor CsrD
chr	NC_010658.1	3060302	3061276	+	-	-	SBBS512_RS18755	WP_001148462.1	324	MULTISPECIES: acrylyl-CoA reductase AcuI
chr	NC_010658.1	3061562	3061681	+	-	-	SBBS512_RS18765	WP_001061194.1	39	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3061685	3061849	+	-	-	SBBS512_RS18770	WP_001329983.1	54	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3062093	3062281	+	-	-	SBBS512_RS29770	WP_001308085.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3062254	3062724	+	-	-	SBBS512_RS18775	WP_000354622.1	156	MULTISPECIES: acetyl-CoA carboxylase biotin carboxyl carrier protein subunit
chr	NC_010658.1	3062735	3064084	+	-	-	SBBS512_RS18780	WP_000884639.1	449	MULTISPECIES: acetyl-CoA carboxylase biotin carboxylase subunit
chr	NC_010658.1	3065220	3066182	-	-	-	SBBS512_RS18790	WP_000048612.1	320	MULTISPECIES: sugar kinase
chr	NC_010658.1	3067779	3068282	-	-	-	SBBS512_RS18810	WP_012421525.1	167	transposase
chr	NC_010658.1	3068201	3068476	-	-	-	SBBS512_RS18815	WP_024217409.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3069218	3069424	-	-	-	SBBS512_RS29780	WP_001570270.1	68	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3070387	3071373	-	-	-	SBBS512_RS18820	WP_000178892.1	328	hypothetical protein
chr	NC_010658.1	3071457	3071948	-	-	-	SBBS512_RS18825	WP_000898384.1	163	hypothetical protein
chr	NC_010658.1	3072069	3072260	-	-	-	SBBS512_RS18830	WP_000566881.1	63	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3072262	3073149	-	-	-	SBBS512_RS18835	WP_071821637.1	295	Rha family transcriptional regulator
chr	NC_010658.1	3073111	3073263	+	-	-	SBBS512_RS29785	WP_071821706.1	50	MULTISPECIES: transposase
chr	NC_010658.1	3073764	3074066	+	-	-	SBBS512_RS18840	WP_005005797.1	100	MULTISPECIES: transposase
chr	NC_010658.1	3074066	3074932	+	-	-	SBBS512_RS18845	WP_071821541.1	288	MULTISPECIES: transposase
chr	NC_010658.1	3075404	3076063	-	-	-	SBBS512_RS18850	WP_000852870.1	219	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3076056	3077663	-	-	-	SBBS512_RS18855	WP_000935134.1	535	MULTISPECIES: integrase
chr	NC_010658.1	3077950	3078705	-	-	-	SBBS512_RS18865	WP_001272558.1	251	MULTISPECIES: lipoprotein
chr	NC_010658.1	3078809	3079084	+	-	-	SBBS512_RS18870	WP_001352790.1	91	MULTISPECIES: transposase
chr	NC_010658.1	3079129	3079506	+	-	-	SBBS512_RS18875	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3079556	3079681	+	-	-	SBBS512_RS18880	WP_001050745.1	41	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3079804	3080352	+	-	-	SBBS512_RS18885	WP_001192786.1	182	MULTISPECIES: isopentenyl-diphosphate Delta-isomerase
chr	NC_010658.1	3080395	3081912	-	-	-	SBBS512_RS18890	WP_000003068.1	505	MULTISPECIES: lysine--tRNA ligase
chr	NC_010658.1	3081922	3082920	-	-	-	SBBS512_RS18895	WP_001307383.1	332	MULTISPECIES: peptide chain release factor 2
chr	NC_010658.1	3083111	3084844	-	-	-	SBBS512_RS18900	WP_000813182.1	577	MULTISPECIES: ssDNA exonuclease RecJ
chr	NC_010658.1	3084850	3085560	-	-	-	SBBS512_RS18905	WP_000715205.1	236	MULTISPECIES: bifunctional protein-disulfide isomerase/oxidoreductase DsbC
chr	NC_010658.1	3085585	3086481	-	-	-	SBBS512_RS18910	WP_000806638.1	298	MULTISPECIES: tyrosine recombinase XerD
chr	NC_010658.1	3086593	3087114	+	-	-	SBBS512_RS18915	WP_001055874.1	173	MULTISPECIES: flavodoxin-2
chr	NC_010658.1	3087154	3087561	-	-	-	SBBS512_RS18920	WP_000244777.1	135	MULTISPECIES: toxin CptA
chr	NC_010658.1	3087542	3087808	-	-	-	SBBS512_RS18925	WP_000354046.1	88	MULTISPECIES: antitoxin CptB
chr	NC_010658.1	3088051	3089031	+	-	-	SBBS512_RS18930	WP_000886098.1	326	MULTISPECIES: tRNA-modifying protein YgfZ
chr	NC_010658.1	3089227	3089886	-	-	-	SBBS512_RS18935	WP_000250274.1	219	MULTISPECIES: hemolysin III family protein
chr	NC_010658.1	3090050	3090361	-	-	-	SBBS512_RS18940	WP_001182969.1	103	MULTISPECIES: ASCH domain-containing protein
chr	NC_010658.1	3090406	3091839	+	-	-	SBBS512_RS18945	WP_024258645.1	477	MULTISPECIES: 6-phospho-beta-glucosidase
chr	NC_010658.1	3091896	3092639	-	-	-	SBBS512_RS18950	WP_000951947.1	247	MULTISPECIES: NAD(P)-dependent oxidoreductase
chr	NC_010658.1	3092905	3095778	-	-	-	SBBS512_RS18955	WP_000195083.1	957	MULTISPECIES: glycine dehydrogenase
chr	NC_010658.1	3095897	3096286	-	-	-	SBBS512_RS18960	WP_001295377.1	129	MULTISPECIES: glycine cleavage system protein H
chr	NC_010658.1	3096310	3097404	-	-	gcvT	SBBS512_RS18965	WP_012421406.1	364	MULTISPECIES: aminomethyltransferase
chr	NC_010658.1	3097851	3099053	-	-	-	SBBS512_RS18970	WP_001192194.1	400	MULTISPECIES: 2-octaprenylphenol hydroxylase
chr	NC_010658.1	3099076	3100254	-	-	-	SBBS512_RS18975	WP_000111198.1	392	MULTISPECIES: 2-octaprenyl-6-methoxyphenyl hydroxylase
chr	NC_010658.1	3100251	3101576	-	-	-	SBBS512_RS18980	WP_001290099.1	441	MULTISPECIES: Xaa-Pro aminopeptidase
chr	NC_010658.1	3101602	3102186	-	-	-	SBBS512_RS18985	WP_000930123.1	194	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3102211	3102399	+	-	-	SBBS512_RS29795	WP_001307994.1	62	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3102348	3102677	+	-	-	SBBS512_RS18990	WP_001276008.1	109	MULTISPECIES: cell division protein ZapA
chr	NC_010658.1	3102923	3103525	+	-	-	SBBS512_RS18995	WP_000192744.1	200	MULTISPECIES: 5-formyltetrahydrofolate cyclo-ligase
chr	NC_010658.1	3103626	3103685	-	-	-	SBBS512_RS29800	WP_001387035.1	19	MULTISPECIES: toxic membrane protein
chr	NC_010658.1	3104018	3104077	-	-	-	SBBS512_RS29805	WP_071524576.1	19	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3104306	3105538	-	-	-	SBBS512_RS19005	WP_001151614.1	410	D-3-phosphoglycerate dehydrogenase
chr	NC_010658.1	3105793	3106452	-	-	-	SBBS512_RS19010	WP_000189743.1	219	MULTISPECIES: ribose-5-phosphate isomerase
chr	NC_010658.1	3106835	3107728	+	-	-	SBBS512_RS19015	WP_000828351.1	297	MULTISPECIES: chromosome initiation inhibitor
chr	NC_010658.1	3110068	3111063	+	-	-	SBBS512_RS19025	WP_000606531.1	331	MULTISPECIES: ATPase/protein kinase
chr	NC_010658.1	3111074	3111859	+	-	-	SBBS512_RS19030	WP_000122063.1	261	MULTISPECIES: methylmalonyl-CoA decarboxylase
chr	NC_010658.1	3112209	3112484	+	-	-	SBBS512_RS19040	WP_005020406.1	91	transposase
chr	NC_010658.1	3112529	3112906	+	-	-	SBBS512_RS19045	WP_000344405.1	125	MULTISPECIES: transposase
chr	NC_010658.1	3114135	3115031	-	-	-	SBBS512_RS19055	WP_000350806.1	298	MULTISPECIES: LysR family transcriptional regulator
chr	NC_010658.1	3115264	3116460	+	-	-	SBBS512_RS19060	WP_000140459.1	398	MULTISPECIES: IS110 family transposase
chr	NC_010658.1	3116648	3117388	-	-	-	SBBS512_RS19065	WP_000669834.1	246	MULTISPECIES: oxidative stress defense protein
chr	NC_010658.1	3117481	3118116	-	-	-	SBBS512_RS19070	WP_000493360.1	211	MULTISPECIES: arginine exporter protein ArgO
chr	NC_010658.1	3118255	3119115	-	-	-	SBBS512_RS19075	WP_000389818.1	286	MULTISPECIES: small-conductance mechanosensitive channel
chr	NC_010658.1	3119473	3120552	-	-	-	SBBS512_RS19080	WP_000034377.1	359	MULTISPECIES: class II fructose-bisphosphate aldolase
chr	NC_010658.1	3120767	3121930	-	-	-	SBBS512_RS19085	WP_012421409.1	387	MULTISPECIES: phosphoglycerate kinase
chr	NC_010658.1	3121980	3122999	-	-	-	SBBS512_RS19090	WP_000218480.1	339	MULTISPECIES: D-erythrose-4-phosphate dehydrogenase
chr	NC_010658.1	3122953	3123054	-	-	-	SBBS512_RS29825	WP_001311115.1	33	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3123371	3123802	+	-	-	SBBS512_RS19095	WP_000988697.1	143	MULTISPECIES: DNA-binding protein
chr	NC_010658.1	3123825	3124403	+	-	-	SBBS512_RS19100	WP_000124312.1	192	MULTISPECIES: transporter
chr	NC_010658.1	3124404	3125111	+	-	-	SBBS512_RS19105	WP_000553217.1	235	MULTISPECIES: cobalt ABC transporter permease
chr	NC_010658.1	3125099	3125776	+	-	-	SBBS512_RS19110	WP_000256969.1	225	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_010658.1	3125770	3126447	+	-	-	SBBS512_RS19115	WP_000956892.1	225	MULTISPECIES: ABC transporter ATP-binding protein
chr	NC_010658.1	3126419	3127132	-	-	-	SBBS512_RS19120	WP_000687707.1	237	MULTISPECIES: nucleoside/nucleotide kinase family protein
chr	NC_010658.1	3127129	3127638	-	-	-	SBBS512_RS19125	WP_001096659.1	169	MULTISPECIES: mannitol repressor
chr	NC_010658.1	3129571	3130074	-	-	-	SBBS512_RS19140	WP_012421594.1	167	transposase
chr	NC_010658.1	3129993	3130268	-	-	-	SBBS512_RS29830	WP_071821638.1	91	transposase
chr	NC_010658.1	3130323	3130676	-	-	-	SBBS512_RS19145	WP_000853210.1	117	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3130691	3132079	-	-	-	SBBS512_RS19150	WP_000428805.1	462	MULTISPECIES: PTS mannitol cryptic EIICB component
chr	NC_010658.1	3132107	3132550	-	-	cmtB	SBBS512_RS19155	WP_001239646.1	147	MULTISPECIES: PTS mannitol transporter subunit IIA
chr	NC_010658.1	3132864	3134855	-	-	-	SBBS512_RS19160	WP_000098622.1	663	MULTISPECIES: transketolase
chr	NC_010658.1	3135133	3135891	+	-	-	SBBS512_RS19165	WP_000701842.1	252	MULTISPECIES: metalloprotease
chr	NC_010658.1	3136097	3137017	-	-	-	SBBS512_RS19170	WP_000105586.1	306	MULTISPECIES: agmatinase
chr	NC_010658.1	3137154	3139130	-	-	-	SBBS512_RS19175	WP_001295380.1	658	MULTISPECIES: arginine decarboxylase
chr	NC_010658.1	3139139	3139270	-	-	-	SBBS512_RS19180	WP_001297406.1	43	MULTISPECIES: virulence promoting factor
chr	NC_010658.1	3139618	3139869	-	-	-	SBBS512_RS19190	WP_012421373.1	83	MULTISPECIES: membrane protein
chr	NC_010658.1	3139925	3141079	+	-	-	SBBS512_RS19195	WP_001062133.1	384	MULTISPECIES: S-adenosylmethionine synthase
chr	NC_010658.1	3141142	3141276	+	-	-	SBBS512_RS29835	WP_001324410.1	44	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3141515	3142909	+	-	-	SBBS512_RS19200	WP_001112301.1	464	MULTISPECIES: galactose-proton symporter
chr	NC_010658.1	3142986	3143483	+	-	-	SBBS512_RS19205	WP_012421484.1	165	MULTISPECIES: SprT family protein
chr	NC_010658.1	3143578	3144285	+	-	-	SBBS512_RS19210	WP_000286500.1	235	MULTISPECIES: endonuclease-1
chr	NC_010658.1	3144365	3145096	+	-	-	SBBS512_RS19215	WP_001222508.1	243	MULTISPECIES: 16S rRNA methyltransferase
chr	NC_010658.1	3145109	3146059	+	-	-	SBBS512_RS19220	WP_000593283.1	316	MULTISPECIES: glutathione synthetase
chr	NC_010658.1	3146168	3146731	+	-	-	SBBS512_RS19225	WP_001053178.1	187	MULTISPECIES: DUF179 domain-containing protein
chr	NC_010658.1	3146731	3147147	+	-	-	SBBS512_RS19230	WP_000017111.1	138	MULTISPECIES: Holliday junction resolvase RuvX
chr	NC_010658.1	3147176	3147274	-	-	-	SBBS512_RS29840	WP_071524575.1	32	MULTISPECIES: mannitol-1-phosphate 5-dehydrogenase
chr	NC_010658.1	3147323	3148303	-	-	-	SBBS512_RS19235	WP_012421359.1	326	MULTISPECIES: twitching motility protein PilT
chr	NC_010658.1	3148321	3149025	+	-	-	SBBS512_RS19240	WP_000997795.1	234	MULTISPECIES: YggS family pyridoxal phosphate enzyme
chr	NC_010658.1	3149043	3149609	+	-	-	SBBS512_RS19245	WP_001094828.1	188	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3149606	3149896	+	-	-	SBBS512_RS19250	WP_000994920.1	96	MULTISPECIES: YggU family protein
chr	NC_010658.1	3149904	3150497	+	-	-	SBBS512_RS19255	WP_001174735.1	197	MULTISPECIES: non-canonical purine NTP pyrophosphatase
chr	NC_010658.1	3150490	3151626	+	-	-	SBBS512_RS19260	WP_000239922.1	378	MULTISPECIES: YggW family oxidoreductase
chr	NC_010658.1	3151781	3152788	-	-	-	SBBS512_RS19265	WP_000745217.1	335	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3152905	3153951	-	-	-	SBBS512_RS19270	WP_000394125.1	348	MULTISPECIES: L-asparaginase 2
chr	NC_010658.1	3154127	3154846	-	-	-	SBBS512_RS19275	WP_000984796.1	239	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3154867	3155007	-	-	-	SBBS512_RS19280	WP_001178593.1	46	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3155030	3155356	-	-	-	SBBS512_RS19285	WP_001107564.1	108	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3155356	3156075	-	-	-	SBBS512_RS19290	WP_000786911.1	239	MULTISPECIES: tRNA (guanosine(46)-N7)-methyltransferase TrmB
chr	NC_010658.1	3156145	3156282	+	-	-	SBBS512_RS29845	WP_001297405.1	45	MULTISPECIES: hypothetical protein
chr	NC_010658.1	3156236	3157288	+	-	-	SBBS512_RS19295	WP_024258647.1	350	A/G-specific adenine glycosylase
chr	NC_010658.1	3157316	3157591	+	-	-	SBBS512_RS19300	WP_000091700.1	91	MULTISPECIES: Fe(2+)-trafficking protein
chr	NC_010658.1	3157656	3158735	+	-	-	SBBS512_RS19305	WP_001298916.1	359	MULTISPECIES: lytic murein transglycosylase
chr	NC_010658.1	3158937	3160193	+	-	-	SBBS512_RS19310	WP_001049791.1	418	MULTISPECIES: nucleoside permease NupG
chr	NC_010658.1	3160243	3160485	-	-	-	SBBS512_RS19315	WP_000424603.1	80	MULTISPECIES: ornithine decarboxylase
chr	NC_010658.1	3160628	3161755	+	-	-	SBBS512_RS19320	WP_001063816.1	375	MULTISPECIES: IS110 family transposase
