
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf02990    2313488    2316160    +2    10.42
orf02991    2316177    2316827    +3    14.27
orf02993    2319828    2317027    -1    10.12
orf02994    2320043    2321869    +2    9.60
orf02995    2321866    2323251    +1    10.04
orf02996    2323447    2324109    +1    10.89
orf02997    2324109    2324759    +3    10.33
orf02998    2324756    2326078    +2    11.14
orf02999    2326109    2327293    +2    11.64
orf03001    2328143    2327367    -3    9.85
orf03002    2329797    2328148    -1    9.27
orf03003    2330283    2329798    -1    13.33
orf03004    2334312    2330299    -1    9.81
orf03006    2334959    2334336    -3    6.99
orf03007    2336644    2334956    -2    11.88
orf03010    2339420    2336793    -3    14.59
orf03011    2339567    2340289    +2    14.38
orf03012    2344121    2340417    -3    10.03
orf03014    2344865    2347150    +2    13.31
orf03015    2347333    2348514    +1    13.67
orf03018    2348514    2348768    +3    5.51
orf03019    2349472    2348822    -2    9.70
orf03020    2349687    2349893    +3    4.92
orf03021    2351011    2349935    -2    11.24
orf03023    2352374    2351016    -3    11.34
orf03026    2352647    2354275    +2    11.86
orf03027    2354265    2355524    +3    11.08
orf03029    2355521    2356711    +2    11.21
orf03030    2356736    2356861    +2    4.26
orf03031    2356904    2357803    +2    9.79
orf03032    2357816    2358001    +2    13.58
orf03034    2358845    2358042    -3    10.58
orf03035    2360152    2358863    -2    11.04
orf03036    2361414    2360209    -1    11.75
orf03037    2362211    2361429    -3    8.86
orf03038    2363633    2362431    -3    11.79
orf03040    2364275    2363733    -3    14.02
orf03042    2364617    2364979    +2    8.09
orf03043    2365620    2365018    -1    7.73
orf03044    2365910    2367067    +2    10.87
orf03046    2367071    2368039    +2    11.17
orf03048    2368039    2370021    +1    11.76
orf03049    2370018    2370908    +3    11.96
orf03051    2370908    2372560    +2    10.70
orf03052    2372557    2372892    +1    10.41
orf03053    2372892    2373278    +3    8.79
orf03054    2373538    2373272    -2    4.44
orf03055    2375003    2373648    -3    11.79
orf03056    2375962    2375000    -2    13.38
orf03057    2376819    2375962    -1    14.62
orf03059    2377592    2376834    -3    13.03
orf03061    2379259    2377589    -2    13.91
orf03062    2380643    2379348    -3    9.01
orf03063    2381027    2380722    -3    12.12
orf03064    2381543    2381082    -3    8.66
orf03065    2381590    2382525    +1    9.44
orf03067    2382716    2383924    +2    3.42
orf03069    2385722    2383995    -3    8.36
orf03070    2385860    2386831    +2    6.71
orf03071    2386934    2387437    +2    8.71
orf03072    2388426    2387710    -1    3.16
orf03073    2388581    2389057    +2    3.00
orf03075    2389116    2389964    +3    3.79
orf03076    2391505    2390048    -2    15.42
orf03077    2393041    2391512    -2    14.93
orf03079    2395046    2393205    -3    14.89
orf03080    2395345    2395043    -2    14.08
orf03081    2395896    2395342    -1    14.54
orf03082    2396450    2395908    -3    10.31
orf03083    2397442    2396465    -2    14.85
orf03085    2400165    2397439    -1    13.07
orf03086    2401555    2400218    -2    13.92
orf03088    2402052    2401552    -1    10.34
orf03090    2403857    2402055    -3    14.28
orf03091    2403863    2403979    +2    2.18
orf03092    2404613    2403951    -3    11.60
orf03093    2405072    2404629    -3    8.76
orf03094    2406641    2405703    -3    9.22
orf03095    2407561    2408778    +1    11.14
orf03097    2408862    2409461    +3    12.38
orf03098    2411352    2409520    -1    10.50
orf03100    2412089    2411439    -3    10.00
orf03101    2412594    2412100    -1    11.87
orf03102    2413132    2412677    -2    7.43
orf03103    2413332    2413201    -1    2.13
orf03105    2413470    2414672    +3    11.72
orf03107    2414747    2416891    +2    11.51
orf03109    2417123    2418601    +2    11.88
orf03110    2419176    2418634    -1    9.81
orf03112    2419785    2419234    -1    11.21
orf03113    2420485    2419841    -2    9.01
orf03115    2420621    2421268    +2    8.42
orf03117    2421325    2421687    +1    9.31
orf03118    2421708    2422601    +3    11.98
orf03119    2423539    2422649    -2    8.33
orf03120    2424509    2423736    -3    12.00
orf03121    2425233    2424517    -1    10.16
orf03122    2425916    2425230    -3    10.87
orf03123    2426788    2426006    -2    13.34
orf03124    2427791    2427009    -3    12.18
orf03126    2428626    2428057    -1    13.89
orf03128    2430238    2428721    -2    13.98
orf03129    2430763    2430275    -2    8.58
orf03130    2431684    2431022    -2    13.61
orf03131    2432942    2431674    -3    11.05
orf03132    2433926    2433012    -3    11.04
orf03134    2434741    2434082    -2    12.27
orf03135    2435636    2434824    -3    9.44
orf03136    2436649    2435636    -2    14.29
orf03137    2436630    2436743    +3    3.87
orf03138    2437851    2436715    -1    9.93
orf03139    2437950    2438945    +3    11.52
orf03140    2440120    2438942    -2    10.98
orf03142    2440134    2440283    +3    0.30
orf03144    2441605    2440385    -2    12.38
orf03145    2441764    2443770    +1    9.57
orf03146    2444169    2443891    -1    14.04
orf03147    2444751    2444203    -1    10.23
orf03148    2445560    2444751    -3    11.43
orf03149    2446384    2445560    -2    10.24
orf03153    2447473    2446388    -2    12.92
orf03154    2448440    2447508    -3    14.34
orf03155    2448606    2449157    +3    10.61
orf03156    2450049    2449228    -1    2.97
orf03157    2450590    2450051    -2    8.93
orf03158    2451075    2450587    -1    5.97
orf03159    2451488    2451072    -3    8.27
orf03160    2452336    2451584    -2    11.59
orf03161    2453252    2452356    -3    9.63
orf03163    2455001    2453265    -3    8.54
orf03165    2455646    2455083    -3    12.67
orf03166    2455695    2455844    +3    0.05
orf03168    2456812    2456327    -2    10.38
orf03170    2459159    2457015    -3    10.60
orf03171    2460469    2459159    -2    12.89
orf03172    2460934    2460650    -2    10.82
orf03173    2461306    2462646    +1    8.71
orf03174    2463012    2464070    +3    3.33
orf03177    2465007    2464252    -1    10.58
orf03179    2465301    2466233    +3    12.07
orf03181    2466509    2467702    +2    3.97
orf03183    2468214    2469134    +3    3.28
orf03185    2469131    2470462    +2    3.02
orf03186    2470803    2471105    +3    9.01
orf03187    2471469    2471077    -1    9.70
orf03188    2472137    2471544    -3    3.75
orf03189    2472387    2472112    -1    10.91
orf03191    2472638    2472387    -3    3.60
orf03193    2473246    2472878    -2    5.15
orf03194    2473569    2473396    -1    6.79
orf03195    2473604    2473966    +2    9.34
orf03196    2474032    2474856    +1    11.59
orf03198    2474984    2475520    +2    9.52
orf03199    2475532    2475873    +1    5.50
orf03200    2475873    2476178    +3    3.85
orf03201    2476310    2476510    +2    3.78
orf03202    2477629    2476694    -2    6.04
orf03203    2477847    2479184    +3    8.75
orf03204    2479217    2480530    +2    11.14
orf03205    2482176    2480638    -1    3.61
orf03207    2483339    2482176    -3    5.46
orf03208    2483755    2484369    +1    7.74
orf03211    2484584    2487967    +2    3.82
orf03212    2489168    2488023    -3    5.43
orf03213    2490186    2489242    -1    4.16
orf03214    2491950    2490256    -1    8.65
orf03215    2493182    2492004    -3    10.45
orf03216    2494402    2493767    -2    8.64
orf03217    2494774    2494631    -2    0.74
orf03219    2495292    2495050    -1    7.97
orf03220    2495645    2496565    +2    9.63
orf03221    2496876    2496992    +3    3.31
orf03222    2498295    2497057    -1    11.80
orf03224    2498689    2500368    +1    12.04
orf03225    2500383    2501117    +3    15.90
orf03226    2501130    2501987    +3    12.37
orf03227    2504485    2501990    -2    15.23
orf03228    2505547    2504510    -2    12.02
orf03230    2506632    2505547    -1    13.63
orf03231    2507894    2506647    -3    13.29
orf03232    2508242    2507916    -3    17.65
orf03233    2509426    2508461    -2    11.49
orf03234    2509630    2510886    +1    10.12
orf03235    2511001    2511327    +1    8.60
orf03239    2512643    2511468    -3    13.82
orf03241    2513042    2514244    +2    13.04
orf03242    2514331    2515443    +1    6.83
orf03243    2517832    2515643    -2    9.23
orf03244    2518467    2518811    +3    11.02
orf03245    2518813    2519205    +1    6.71
orf03246    2520672    2519257    -1    14.38
orf03247    2520676    2520807    +1    2.84
orf03248    2522477    2521593    -3    6.97
orf03249    2522676    2522518    -1    7.74
orf03250    2523985    2522729    -2    9.06
orf03251    2524878    2524045    -1    9.31
orf03252    2525127    2525891    +3    9.06
orf03253    2526856    2525930    -2    8.27
orf03254    2526946    2527944    +1    11.80
orf03255    2528159    2527941    -3    11.27
orf03257    2530176    2528161    -1    14.49
orf03259    2531233    2530247    -2    9.22
orf03260    2531463    2532224    +3    9.40
orf03262    2532409    2533380    +1    15.63
orf03264    2533764    2534021    +3    9.12
orf03265    2534066    2535793    +2    11.33
orf03266    2535834    2536343    +3    13.98
orf03268    2537237    2536386    -3    11.98
orf03270    2537342    2537716    +2    7.33
orf03272    2537749    2538483    +1    6.01
orf03273    2539583    2538672    -3    15.30
orf03274    2540814    2539717    -1    14.95
orf03275    2541679    2540804    -2    16.47
orf03276    2542512    2541679    -1    16.04
orf03277    2543528    2542512    -3    15.80
orf03278    2544623    2543832    -3    13.78
orf03279    2545609    2544752    -2    10.34
orf03280    2545773    2546669    +3    13.33
orf03281    2546673    2548097    +3    13.51
orf03282    2548114    2549406    +1    11.00
orf03284    2550545    2549646    -3    15.55
orf03285    2551216    2550641    -2    11.78
orf03287    2551726    2551277    -2    11.13
orf03288    2552138    2551713    -3    10.87
orf03289    2552352    2553221    +3    12.44
orf03291    2553225    2554124    +3    10.35
orf03292    2555182    2554130    -2    11.95
orf03293    2555728    2555228    -2    10.83
orf03295    2556400    2555741    -2    12.53
orf03297    2557297    2556410    -2    13.49
orf03298    2558679    2557318    -1    14.21
orf03299    2558771    2560066    +2    2.85
orf03300    2560371    2560898    +3    3.03
orf03301    2561371    2561613    +1    0.15
orf03302    2562148    2562002    -2    2.15
orf03303    2562111    2562527    +3    0.61
orf03304    2562524    2563117    +2    2.94
orf03306    2563200    2563084    -1    1.77
orf03307    2563592    2563969    +2    3.51
orf03308    2563980    2564372    +3    6.15
orf03309    2564523    2565332    +3    8.01
orf03311    2565480    2565355    -1    7.49
orf03313    2566884    2565481    -1    14.07
orf03315    2568107    2566881    -3    14.25
orf03316    2569511    2568324    -3    12.30
orf03317    2570337    2569501    -1    12.24
orf03318    2571751    2570348    -2    14.12
orf03319    2572050    2571763    -1    10.92
orf03320    2572450    2572157    -2    11.78
orf03321    2573505    2572489    -1    14.20
orf03322    2574305    2573502    -3    14.92
orf03323    2575003    2574302    -2    11.00
orf03324    2575457    2574978    -3    8.80
orf03325    2575805    2575470    -3    13.17
orf03327    2578377    2576098    -1    14.59
orf03328    2578666    2579616    +1    10.98
orf03330    2579636    2581639    +2    12.82
orf03332    2582777    2581734    -3    10.02
orf03334    2583478    2582903    -2    13.98
orf03337    2585525    2583546    -3    11.40
orf03338    2585731    2587431    +1    11.25
orf03339    2587595    2590708    +2    13.99
orf03342    2591247    2591603    +3    10.89
orf03343    2591607    2592734    +3    12.30
orf03344    2592762    2592962    +3    10.89
orf03345    2593770    2593072    -1    12.68
orf03347    2595859    2593844    -2    8.47
orf03349    2596668    2595874    -1    11.34
orf03350    2597618    2596905    -3    15.88
orf03351    2598865    2597831    -2    10.85
orf03352    2599760    2598882    -3    10.13
orf03353    2599906    2600478    +1    8.11
orf03354    2600478    2600948    +3    11.81
orf03355    2601201    2601818    +3    6.61
orf03357    2601818    2603836    +2    8.95
orf03358    2603847    2604794    +3    11.01
orf03360    2604811    2606250    +1    13.01
orf03361    2606262    2606912    +3    12.49
orf03362    2606932    2608497    +1    9.97
orf03364    2608487    2610154    +2    11.08
orf03366    2610164    2610709    +2    10.42
orf03367    2610706    2611464    +1    7.58
orf03368    2611457    2611870    +2    7.11
orf03370    2611900    2613912    +1    8.11
orf03372    2613934    2614782    +1    9.68
orf03374    2615881    2614820    -2    15.52
orf03375    2616094    2617557    +1    14.67
orf03376    2617578    2617937    +3    15.08
orf03378    2618821    2618075    -2    8.30
orf03379    2620160    2618871    -3    11.55
orf03380    2620872    2620246    -1    14.08
orf03381    2620849    2620983    +1    0.89
orf03382    2621197    2622234    +1    14.07
orf03383    2622234    2622872    +3    15.04
orf03385    2623044    2625110    +3    11.61
orf03386    2625115    2626656    +1    10.40
orf03387    2628938    2626695    -3    9.10
orf03388    2629272    2629120    -1    3.39
orf03390    2629290    2629481    +3    5.90
orf03392    2629795    2630310    +1    6.99
orf03393    2630326    2630865    +1    12.45
orf03395    2632535    2630958    -3    14.46
orf03397    2634070    2632604    -2    14.32
orf03398    2634069    2634197    +3    2.88
orf03399    2634232    2635602    +1    11.77
orf03400    2635814    2635599    -3    4.71
orf03401    2637356    2635884    -3    12.98
orf03403    2638652    2637474    -3    10.04
orf03404    2639283    2638663    -1    12.01
orf03405    2640575    2639301    -3    11.93
orf03406    2641804    2640686    -2    14.04
orf03407    2642844    2641831    -1    9.11
orf03408    2644283    2643129    -3    15.25
orf03409    2644864    2644433    -2    13.08
orf03412    2647325    2645013    -3    9.48
orf03413    2652287    2647326    -3    13.26
orf03415    2652494    2653339    +2    10.75
orf03416    2653812    2653696    -1    0.91
orf03417    2654001    2654126    +3    1.09
orf03419    2654933    2654157    -3    12.54
orf03421    2656358    2655075    -3    14.26
orf03422    2656736    2656536    -3    11.70
orf03423    2657083    2656748    -2    10.52
orf03424    2658935    2657085    -3    14.59
orf03426    2659467    2658952    -1    13.73
orf03427    2659591    2659475    -2    4.52
orf03428    2659886    2659563    -3    9.13
orf03429    2660289    2659903    -1    13.00
orf03431    2661531    2660317    -1    14.43
orf03432    2662131    2661643    -1    11.96
orf03434    2663323    2662583    -2    16.54
orf03435    2663442    2664245    +3    13.76
orf03436    2664390    2665244    +3    9.79
orf03437    2665435    2666715    +1    8.97
orf03438    2667846    2666707    -1    12.13
orf03440    2668899    2668006    -1    11.61
orf03441    2669032    2670393    +1    11.13
orf03442    2670390    2670908    +3    10.48
orf03444    2670908    2671228    +2    6.08
orf03445    2671225    2672037    +1    14.95
orf03446    2672047    2673249    +1    12.45
orf03447    2673346    2673768    +1    10.86
orf03448    2674688    2673816    -3    10.21
orf03450    2675794    2674700    -2    13.91
orf03452    2676825    2675827    -1    14.34
orf03454    2678361    2676850    -1    14.07
orf03455    2679367    2678384    -2    13.99
orf03456    2682745    2679464    -2    13.45
orf03457    2682863    2684056    +2    12.27
orf03459    2685507    2684254    -1    15.45
orf03460    2685659    2685787    +2    0.07
orf03461    2685835    2687025    +1    14.00
orf03462    2687408    2687070    -3    15.63
orf03463    2688803    2687469    -3    13.46
orf03464    2689506    2688793    -1    10.76
orf03465    2691098    2689671    -3    11.03
orf03468    2695543    2691656    -2    14.75
orf03469    2695801    2697357    +1    12.14
orf03470    2697857    2697354    -3    10.24
orf03472    2698550    2697915    -3    10.30
orf03473    2698759    2699607    +1    12.10
orf03475    2699738    2699923    +2    5.32
orf03476    2700998    2700618    -3    10.36
orf03477    2701729    2700998    -2    17.51
orf03478    2702469    2701741    -1    9.93
orf03479    2703386    2702481    -3    15.12
orf03481    2704063    2703383    -2    10.62
orf03482    2705309    2704335    -3    12.26
orf03483    2707124    2705325    -3    13.27
orf03485    2707801    2707322    -2    8.49
orf03487    2708754    2707798    -1    9.43
orf03488    2709404    2708754    -3    9.21
orf03489    2710012    2709437    -2    5.66
orf03490    2710420    2712042    +1    10.29
orf03491    2712764    2712027    -3    10.29
orf03493    2712896    2714230    +2    14.81
orf03495    2715320    2714439    -3    6.46
orf03496    2715423    2716010    +3    7.42
orf03497    2716449    2716066    -1    14.54
orf03499    2716754    2717443    +2    11.64
orf03502    2718528    2717491    -1    13.26
orf03503    2718735    2719154    +3    7.32
orf03505    2719223    2719921    +2    7.49
orf03506    2719953    2722613    +3    11.16
orf03507    2722724    2724082    +2    11.72
orf03508    2724179    2724451    +2    8.19
orf03509    2725746    2724448    -1    5.78
orf03510    2727450    2727331    -1    4.96
orf03512    2731424    2731558    +2    0.84
orf03514    2734173    2731600    -1    13.14
orf03516    2735034    2734303    -1    7.52
orf03517    2736011    2735031    -3    12.31
orf03518    2736146    2736883    +2    11.49
orf03519    2737154    2737495    +2    10.34
orf03520    2737745    2738905    +2    11.90
orf03522    2740069    2738948    -2    12.77
orf03523    2741150    2740080    -3    11.84
orf03524    2741360    2741725    +2    5.52
orf03525    2741875    2742393    +1    5.43
orf03526    2742386    2743609    +2    9.26
orf03527    2743724    2744107    +2    4.10
orf03528    2744530    2744183    -2    8.57
orf03529    2745339    2744572    -1    7.10
orf03531    2745921    2745370    -1    8.01
orf03532    2746185    2745937    -1    8.42
orf03534    2747795    2746434    -3    14.24
orf03536    2747887    2748753    +1    11.08
orf03537    2748798    2750060    +3    14.06
orf03538    2750708    2750115    -3    15.12
orf03540    2750842    2750705    -2    0.61
orf03541    2750903    2751709    +2    7.99
orf03542    2751795    2753456    +3    11.97
orf03544    2753605    2753946    +1    8.17
orf03545    2754298    2754008    -2    8.36
orf03546    2754677    2754288    -3    6.85
orf03547    2754896    2755378    +2    11.77
orf03548    2756159    2757400    +2    3.28
orf03549    2758720    2757644    -2    3.03
orf03551    2758985    2760394    +2    3.20
orf03553    2763540    2761351    -1    3.14
orf03554    2765153    2763537    -3    3.15
orf03555    2765635    2765513    -2    1.28
orf03556    2765918    2766991    +2    2.98
orf03557    2767140    2767355    +3    0.89
orf03558    2767710    2768573    +3    7.07
orf03559    2768665    2769486    +1    7.25
orf03560    2769703    2770404    +1    4.95
orf03561    2770445    2770681    +2    10.23
orf03562    2770681    2771124    +1    8.40
orf03563    2771148    2771615    +3    5.61
orf03564    2772154    2771840    -2    5.14
orf03565    2772760    2772167    -2    10.22
orf03566    2773036    2772836    -2    8.84
orf03569    2773318    2775021    +1    3.17
orf03570    2775973    2776377    +1    7.64
orf03571    2775906    2775784    -1    8.32
orf03572    2776386    2776868    +3    8.49
orf03573    2777115    2777432    +3    3.02
orf03575    2777453    2777782    +2    4.14
orf03579    2781781    2778146    -2    5.34
orf03580    2782910    2782791    -3    3.41
orf03582    2784429    2783638    -1    2.97
orf03583    2784837    2784529    -1    4.76
orf03585    2786748    2787434    +3    4.89
orf03586    2787447    2788238    +3    2.62
orf03587    2788485    2788649    +3    1.33
orf03588    2788985    2789962    +2    12.49
orf03590    2789982    2791250    +3    10.48
orf03592    2791273    2792721    +1    16.08
orf03593    2792735    2794015    +2    14.68
orf03595    2794253    2795653    +2    10.93
orf03596    2795674    2796336    +1    13.92
orf03597    2796786    2796337    -1    13.90
orf03598    2797028    2796870    -3    11.47
orf03599    2797211    2797510    +2    5.68
orf03600    2797520    2798044    +2    10.04
orf03601    2798495    2798091    -3    11.63
orf03602    2799164    2799613    +2    7.92
orf03603    2799994    2799650    -2    6.37
orf03604    2800146    2800475    +3    8.18
orf03605    2800723    2800968    +1    10.68
orf03607    2800965    2801375    +3    5.19
orf03609    2801348    2803492    +2    13.12
orf03610    2803502    2804461    +2    10.85
orf03611    2804815    2806017    +1    11.59
orf03612    2806010    2807074    +2    14.92
orf03613    2807132    2808124    +2    15.67
orf03615    2808177    2808323    +3    3.49
orf03616    2808316    2808582    +1    12.16
orf03617    2808576    2809493    +3    13.13
orf03619    2809662    2810354    +3    10.37
orf03620    2810344    2810679    +1    10.55
orf03621    2810770    2811300    +1    11.10
orf03623    2811615    2811328    -1    2.36
orf03624    2811619    2812599    +1    14.18
orf03626    2812616    2814154    +2    11.80
orf03627    2814733    2814218    -2    14.33
orf03628    2816439    2814883    -1    13.97
orf03629    2816940    2816512    -1    5.41
orf03630    2817503    2816937    -3    10.80
orf03631    2819146    2818961    -2    4.73
orf03632    2819256    2819372    +3    0.94
orf03633    2821900    2819381    -2    13.37
orf03634    2821961    2822098    +2    7.27
orf03635    2822639    2822139    -3    13.16
orf03637    2823769    2822708    -2    16.80
orf03638    2824346    2823849    -3    13.28
orf03639    2825576    2824491    -3    13.51
orf03641    2825832    2826395    +3    10.61
orf03642    2826392    2827351    +2    12.11
orf03644    2827362    2827733    +3    7.34
orf03645    2827737    2828516    +3    13.36
orf03646    2828621    2828980    +2    6.86
orf03647    2829047    2829820    +2    11.62
orf03648    2829813    2830778    +3    18.13
orf03649    2832289    2830775    -2    14.30
orf03651    2832476    2833915    +2    12.87
orf03652    2833912    2835045    +1    15.15
orf03653    2837425    2835173    -2    12.34
orf03654    2838105    2837578    -1    11.56
orf03655    2838250    2838083    -2    2.95
orf03657    2839306    2838254    -2    12.22
orf03659    2839524    2840981    +3    16.05
orf03660    2840990    2842414    +2    14.51
orf03661    2843043    2842573    -1    16.84
orf03663    2843446    2843036    -2    11.55
orf03664    2844210    2843443    -1    13.80
orf03665    2844752    2844210    -3    11.94
orf03667    2846492    2844762    -3    15.13
orf03668    2847412    2846489    -2    17.40
orf03669    2849241    2847415    -1    15.79
orf03670    2849849    2849238    -3    9.27
orf03671    2850435    2849974    -1    8.88
orf03672    2850635    2850997    +2    1.87
orf03674    2851001    2851873    +2    13.98
orf03675    2851864    2852136    +1    11.87
orf03677    2852136    2853257    +3    11.92
orf03678    2853254    2854264    +2    15.02
orf03679    2854302    2856416    +3    13.26
orf03680    2856806    2856453    -3    9.04
orf03681    2857017    2856883    -1    4.78
orf03684    2857093    2859654    +1    13.33
orf03685    2859760    2860416    +1    7.77
orf03686    2861234    2860467    -3    9.05
orf03687    2861430    2862338    +3    12.28
orf03688    2862335    2863501    +2    7.94
orf03689    2863593    2864231    +3    10.20
orf03690    2864236    2865012    +1    9.08
orf03691    2865101    2866465    +2    8.62
orf03692    2867551    2866559    -2    10.44
orf03694    2868753    2867614    -1    5.76
orf03696    2869519    2868893    -2    9.98
orf03697    2870274    2869513    -1    7.44
orf03698    2871304    2870255    -2    10.74
orf03700    2871780    2871301    -1    15.20
orf03701    2872490    2871780    -3    8.51
orf03702    2872820    2872509    -3    7.99
orf03703    2873337    2873014    -1    11.46
orf03704    2873992    2873387    -2    11.71
orf03705    2875419    2873992    -1    14.63
orf03707    2876329    2875421    -2    15.86
orf03708    2876581    2877618    +1    7.94
orf03709    2877871    2878098    +1    2.06
orf03710    2878345    2878488    +1    6.37
orf03711    2878730    2878569    -3    1.44
orf03712    2879772    2878855    -1    3.36
orf03714    2880387    2879788    -1    4.70
orf03715    2882142    2881051    -1    7.91
orf03718    2882637    2882155    -1    3.91
orf03719    2884138    2882630    -2    3.34
orf03720    2884254    2884135    -1    2.38
orf03723    2887219    2884553    -2    3.13
orf03724    2888312    2887578    -3    14.75
orf03727    2890099    2888387    -2    13.07
orf03728    2891898    2890099    -1    13.11
orf03729    2892224    2892111    -3    0.10
orf03730    2892217    2892579    +1    11.21
orf03731    2892657    2893928    +3    11.04
orf03733    2893919    2894179    +2    8.22
orf03735    2894196    2894771    +3    12.44
orf03736    2895779    2894919    -3    10.07
orf03737    2896555    2895776    -2    11.66
orf03738    2897942    2896533    -3    11.37
orf03739    2899418    2897964    -3    12.69
orf03740    2900273    2899488    -3    9.39
orf03741    2900592    2901869    +3    10.91
orf03742    2901896    2903374    +2    11.03
orf03743    2904119    2904250    +2    4.86
orf03744    2904247    2904429    +1    1.10
orf03745    2905418    2904747    -3    8.38
orf03746    2905557    2905697    +3    13.34
orf03747    2905711    2906583    +1    3.33
orf03750    2907941    2906643    -3    12.43
orf03751    2909666    2908029    -3    10.55
orf03753    2910685    2909894    -2    14.34
orf03754    2911091    2910756    -3    2.56
orf03755    2911339    2911091    -2    12.84
orf03756    2913651    2911417    -1    12.60
orf03757    2915000    2913699    -3    8.25
orf03758    2915057    2917813    +2    12.16
orf03759    2918060    2917944    -3    0.25
orf03760    2919385    2918045    -2    14.62
orf03761    2920746    2919406    -1    12.11
orf03762    2922100    2920748    -2    13.10
orf03764    2922314    2922442    +2    0.45
orf03765    2922984    2922535    -1    10.64
orf03766    2923784    2923002    -3    10.98
orf03768    2924113    2923784    -2    9.56
orf03769    2925280    2924735    -2    8.74
orf03770    2925348    2926196    +3    9.05
orf03772    2926308    2927672    +3    12.20
orf03773    2928229    2929518    +1    11.20
orf03775    2929576    2930943    +1    14.78
orf03777    2931055    2931810    +1    10.82
orf03779    2933016    2931865    -1    12.67
orf03780    2933688    2933041    -1    8.04
orf03781    2934235    2935551    +1    7.58
orf03783    2935584    2937359    +3    11.59
orf03785    2937468    2938886    +3    10.91
orf03786    2938888    2939310    +1    8.31
orf03788    2939359    2940099    +1    9.70
orf03789    2941243    2940143    -2    12.97
orf03791    2941631    2941236    -3    11.15
orf03793    2942567    2941650    -3    9.11
orf03795    2943145    2942918    -2    12.89
orf03796    2943337    2944542    +1    11.99
orf03798    2944542    2944985    +3    13.86
orf03800    2945836    2945036    -2    14.36
orf03802    2947148    2946081    -3    13.25
orf03804    2949010    2947757    -2    11.93
orf03805    2949242    2950573    +2    12.76
orf03806    2952461    2950635    -3    11.24
orf03807    2956003    2952461    -2    12.25
orf03808    2958884    2955996    -3    12.32
orf03809    2962428    2959060    -1    12.55
orf03810    2962788    2962441    -1    4.47
orf03811    2963156    2962749    -3    7.44
orf03812    2963716    2963153    -2    10.91
orf03813    2964177    2963707    -1    5.27
orf03814    2964187    2964360    +1    0.19
orf03815    2965155    2964361    -1    12.89
orf03816    2966037    2965162    -1    12.43
orf03817    2968434    2966188    -1    11.61
orf03818    2968977    2968447    -1    5.12
orf03819    2969422    2969583    +1    2.70
orf03820    2969662    2970351    +1    8.60
orf03821    2970420    2971133    +3    12.94
orf03822    2971271    2971489    +2    14.53
orf03823    2971597    2972637    +1    11.40
orf03824    2973817    2972669    -2    13.60
orf03825    2976014    2973855    -3    12.18
orf03827    2976599    2977630    +2    11.40
orf03828    2978899    2977637    -2    13.17
orf03829    2979021    2979956    +3    7.74
orf03830    2980635    2979943    -1    10.86
orf03832    2982182    2980764    -3    11.67
orf03833    2983258    2982497    -2    11.24
orf03834    2984124    2983288    -1    8.44
orf03835    2985592    2984411    -2    7.44
orf03837    2985847    2987076    +1    4.96
orf03839    2987599    2988168    +1    2.62
orf03840    2988339    2988455    +3    0.72
orf03841    2988502    2989311    +1    2.98
orf03842    2989304    2989786    +2    1.34
orf03843    2989944    2989819    -1    4.45
orf03845    2991268    2991759    +1    1.74
orf03847    2992094    2993470    +2    3.18
orf03848    2993638    2993856    +1    0.44
orf03849    2994093    2993923    -1    2.09
orf03850    2994179    2994415    +2    0.23
orf03851    2995092    2994937    -1    2.66
orf03852    2995745    2995314    -3    1.80
orf03853    2996020    2995748    -2    2.47
orf03856    2997277    2996372    -2    9.96
orf03857    2997600    2997235    -1    3.99
orf03859    2998828    2998034    -2    3.74
orf03861    2999891    2999136    -3    5.59
orf03862    3000306    3002603    +3    9.74
orf03864    3002614    3003492    +1    10.61
orf03866    3003489    3003968    +3    7.58
orf03868    3005786    3004008    -3    7.75
orf03869    3006262    3007452    +1    13.56
orf03871    3007510    3008706    +1    12.50
orf03873    3008764    3009975    +1    11.56
orf03874    3010016    3011413    +2    9.89
orf03875    3011461    3012393    +1    14.76
orf03877    3014239    3012614    -2    11.06
orf03878    3014766    3014287    -1    5.35
orf03879    3015160    3015738    +1    3.29
orf03880    3016060    3019158    +1    9.59
orf03881    3019161    3020489    +3    11.30
orf03882    3020540    3021319    +2    12.06
orf03883    3021316    3024186    +1    11.39
orf03884    3024351    3025751    +3    8.11
orf03885    3025769    3027085    +2    10.38
orf03886    3027121    3028488    +1    9.61
orf03887    3029012    3028524    -3    4.38
orf03888    3030946    3029012    -2    7.79
orf03889    3031559    3032815    +2    7.31
orf03890    3032817    3032942    +3    6.92
orf03891    3033065    3033613    +2    7.88
orf03893    3035174    3033657    -3    16.24
orf03895    3036066    3036221    +3    1.05
orf03896    3036065    3035184    -3    14.63
orf03898    3038106    3036373    -1    14.05
orf03899    3038822    3038112    -3    14.03
orf03900    3039743    3038847    -3    13.16
orf03901    3039855    3040376    +3    14.55
orf03903    3040823    3040416    -3    9.42
orf03904    3041070    3040804    -1    8.62
orf03905    3041114    3041236    +2    0.24
orf03906    3041313    3042293    +3    14.22
orf03907    3043148    3042489    -3    12.69
orf03908    3043623    3043312    -1    12.12
orf03909    3043662    3045101    +3    14.70
orf03910    3045886    3045158    -2    8.68
orf03912    3049041    3046168    -1    15.83
orf03913    3049549    3049160    -2    13.85
