        
GLIMMER    (ver.    3.02;    iterated)    predictions:
orf01789    1652340    1653713    +3    10.30
orf01790    1653917    1654900    +2    7.15
orf01792    1655755    1654907    -2    8.08
orf01793    1657240    1656062    -2    10.64
orf01794    1657857    1657237    -1    11.11
orf01795    1658261    1657857    -3    10.03
orf01796    1658797    1658258    -2    10.50
orf01797    1660180    1658807    -2    12.34
orf01798    1660899    1660180    -1    12.15
orf01799    1661257    1662561    +1    11.89
orf01800    1662637    1663518    +1    10.88
orf01801    1663528    1664370    +1    12.65
orf01802    1664423    1665541    +2    10.75
orf01803    1665566    1666327    +2    8.36
orf01804    1666358    1667068    +2    13.18
orf01805    1667614    1667144    -2    10.02
orf01807    1667987    1667625    -3    8.43
orf01808    1667959    1668075    +1    1.57
orf01809    1669129    1668122    -2    11.50
orf01810    1670628    1669192    -1    12.61
orf01811    1671041    1673215    +2    11.85
orf01812    1674209    1673280    -3    8.91
orf01813    1674321    1675445    +3    7.59
orf01814    1675622    1676611    +2    11.11
orf01815    1676602    1676724    +1    8.89
orf01816    1676745    1678004    +3    12.02
orf01817    1678004    1679218    +2    9.10
orf01818    1679222    1680499    +2    10.63
orf01819    1680499    1681200    +1    10.23
orf01820    1682266    1681274    -2    11.94
orf01822    1683600    1682263    -1    9.71
orf01823    1684189    1684503    +1    7.38
orf01824    1684519    1685904    +1    13.81
orf01825    1686399    1686049    -1    11.42
orf01826    1686935    1686477    -3    9.29
orf01827    1687282    1686965    -2    9.23
orf01829    1688259    1687438    -1    9.26
orf01830    1688497    1688261    -2    8.37
orf01831    1690100    1688481    -3    8.16
orf01832    1691087    1690215    -3    8.46
orf01833    1691242    1692756    +1    6.08
orf01834    1692753    1695269    +3    6.79
orf01835    1695829    1695314    -2    7.79
orf01836    1696231    1695869    -2    4.59
orf01837    1698010    1696499    -2    8.82
orf01838    1698457    1698897    +1    7.76
orf01839    1699936    1699073    -2    7.10
orf01840    1700060    1700845    +2    5.88
orf01842    1700984    1702687    +2    9.25
orf01843    1702684    1703442    +1    10.68
orf01844    1703680    1704534    +1    5.64
orf01845    1704686    1705906    +2    4.65
orf01846    1706976    1705924    -1    6.93
orf01847    1708145    1706985    -3    9.69
orf01848    1709281    1708211    -2    9.41
orf01849    1711152    1709719    -1    8.12
orf01851    1711364    1712125    +2    10.74
orf01853    1712831    1713802    +2    5.82
orf01855    1714494    1713805    -1    6.40
orf01856    1715412    1714609    -1    7.56
orf01857    1716521    1715544    -3    7.82
orf01858    1717325    1716549    -3    6.71
orf01859    1718077    1717391    -2    9.29
orf01861    1719693    1718077    -1    10.99
orf01862    1720423    1721853    +1    10.53
orf01863    1721865    1722839    +3    14.51
orf01864    1722858    1724006    +3    7.29
orf01865    1724003    1725151    +2    8.72
orf01866    1725529    1725155    -2    6.93
orf01867    1725670    1726611    +1    8.00
orf01868    1726820    1727533    +2    8.76
orf01869    1727761    1727537    -2    5.02
orf01870    1729048    1727960    -2    7.52
orf01871    1729557    1729045    -1    10.37
orf01872    1729725    1729958    +3    4.56
orf01873    1730858    1729989    -3    12.13
orf01874    1730964    1732181    +3    11.01
orf01876    1732238    1732786    +2    10.77
orf01879    1737434    1732896    -3    7.04
orf01881    1741367    1737441    -3    8.18
orf01884    1741788    1743101    +3    5.98
orf01886    1743103    1743741    +1    8.36
orf01887    1745010    1743877    -1    10.32
orf01888    1746520    1745276    -2    9.67
orf01889    1748714    1746534    -3    10.20
orf01890    1749418    1748735    -2    11.17
orf01891    1751164    1750016    -2    11.03
orf01893    1752561    1751443    -1    7.06
orf01897    1755015    1752562    -1    7.65
orf01898    1755667    1754996    -2    6.43
orf01899    1757139    1755793    -1    10.76
orf01900    1757297    1758733    +2    7.90
orf01901    1759459    1758800    -2    9.96
orf01902    1760664    1759459    -1    9.65
orf01903    1761678    1760983    -1    9.20
orf01904    1761812    1763596    +2    8.78
orf01905    1763867    1764268    +2    7.59
orf01906    1764280    1764939    +1    10.69
orf01907    1764929    1766302    +2    7.81
orf01908    1766460    1766738    +3    6.63
orf01909    1767661    1766888    -2    5.76
orf01910    1768154    1767753    -3    2.69
orf01911    1768429    1770135    +1    9.67
orf01912    1770521    1771711    +2    9.98
orf01913    1772435    1771809    -3    8.78
orf01915    1772770    1772606    -2    6.73
orf01916    1773000    1774763    +3    7.75
orf01917    1776490    1774844    -2    3.12
orf01918    1776818    1779274    +2    9.98
orf01919    1780969    1779308    -2    8.15
orf01920    1782726    1780981    -1    6.81
orf01921    1786270    1782740    -2    6.31
orf01922    1786974    1788326    +3    12.43
orf01924    1789272    1788409    -1    6.76
orf01925    1789299    1789424    +3    2.26
orf01926    1789608    1790861    +3    9.45
orf01928    1791030    1791977    +3    12.18
orf01929    1791987    1792913    +3    8.87
orf01930    1792910    1794007    +2    9.19
orf01931    1794172    1794387    +1    5.29
orf01933    1794659    1794393    -3    6.07
orf01934    1794806    1795249    +2    11.23
orf01935    1795457    1796605    +2    10.30
orf01936    1796619    1798319    +3    3.11
orf01937    1798285    1798947    +1    7.21
orf01939    1798940    1799560    +2    8.03
orf01940    1800326    1799619    -3    11.77
orf01941    1800303    1800428    +3    1.30
orf01942    1801711    1800425    -2    8.16
orf01943    1802327    1803781    +2    7.54
orf01944    1803862    1805052    +1    9.29
orf01945    1805720    1805139    -3    9.70
orf01946    1808905    1805807    -2    9.54
orf01948    1809977    1808898    -3    10.83
orf01949    1811010    1809979    -1    9.13
orf01951    1811571    1811182    -1    8.74
orf01952    1811797    1811564    -2    3.83
orf01953    1812479    1811811    -3    17.26
orf01954    1812689    1813705    +2    10.47
orf01955    1813858    1815441    +1    8.62
orf01956    1815441    1816403    +3    9.66
orf01957    1816390    1817277    +1    9.63
orf01958    1817277    1818272    +3    8.59
orf01959    1818269    1819057    +2    8.97
orf01960    1819058    1819828    +2    9.23
orf01961    1820254    1819865    -2    11.76
orf01962    1821294    1820389    -1    14.67
orf01963    1821480    1822688    +3    6.93
orf01964    1823312    1822752    -3    9.33
orf01966    1824488    1823364    -3    11.49
orf01967    1824668    1824549    -3    0.73
orf01968    1827157    1824695    -2    9.54
orf01969    1828365    1827181    -1    10.47
orf01970    1828594    1828412    -2    4.60
orf01971    1829068    1828931    -2    0.27
orf01972    1830077    1829274    -3    10.82
orf01974    1830417    1830701    +3    11.20
orf01975    1830805    1831635    +1    10.94
orf01976    1831628    1832275    +2    11.01
orf01977    1832453    1832677    +2    5.44
orf01978    1832906    1833451    +2    11.20
orf01979    1833610    1834029    +1    7.00
orf01980    1834104    1834400    +3    11.11
orf01981    1834360    1834800    +1    8.03
orf01982    1837360    1835075    -2    12.47
orf01983    1837756    1838673    +1    11.28
orf01984    1838880    1838680    -1    10.47
orf01985    1839683    1838997    -3    10.39
orf01986    1839907    1842675    +1    9.85
orf01987    1845265    1842809    -2    8.96
orf01989    1845545    1847914    +2    11.33
orf01990    1848546    1847962    -1    9.74
orf01991    1848654    1849097    +3    12.09
orf01993    1853654    1849179    -3    15.89
orf01994    1854373    1853651    -2    14.33
orf01995    1855691    1854354    -3    9.88
orf01996    1856485    1855703    -2    5.32
orf01997    1856602    1857423    +1    7.43
orf01998    1858227    1857523    -1    8.54
orf01999    1858452    1859114    +3    9.80
orf02000    1859521    1860531    +1    9.76
orf02001    1860890    1861477    +2    7.22
orf02002    1861832    1862521    +2    11.15
orf02003    1862555    1862866    +2    7.00
orf02004    1863689    1862871    -3    8.03
orf02005    1865331    1863877    -1    10.42
orf02006    1866550    1865333    -2    7.95
orf02007    1866682    1866816    +1    4.77
orf02009    1869849    1867219    -1    11.93
orf02010    1870186    1870434    +1    12.75
orf02012    1871805    1870525    -1    11.25
orf02014    1872072    1872803    +3    8.42
orf02015    1872807    1873508    +3    8.90
orf02016    1873592    1873810    +2    4.83
orf02017    1873846    1874010    +1    0.26
orf02018    1875013    1874114    -2    13.37
orf02019    1875318    1875028    -1    5.55
orf02020    1877799    1875517    -1    12.13
orf02021    1878448    1877855    -2    8.35
orf02022    1878919    1878749    -2    2.27
orf02023    1879014    1879925    +3    7.95
orf02024    1879970    1880251    +2    8.87
orf02025    1881683    1880232    -3    10.73
orf02026    1882345    1881716    -2    12.51
orf02028    1882572    1883396    +3    6.21
orf02029    1883350    1884522    +1    4.51
orf02030    1884533    1885654    +2    3.57
orf02031    1887379    1885670    -2    7.69
orf02034    1887601    1888905    +1    5.24
orf02036    1888917    1890545    +3    9.35
orf02038    1890542    1891120    +2    9.09
orf02040    1891336    1892430    +1    13.24
orf02041    1892430    1895480    +3    13.54
orf02042    1896092    1897327    +2    4.88
orf02043    1897423    1897878    +1    4.23
orf02044    1900807    1898009    -2    3.05
orf02045    1901459    1900851    -3    0.30
orf02046    1902901    1901450    -2    3.12
orf02047    1903632    1902898    -1    3.27
orf02048    1905745    1903625    -2    5.55
orf02050    1908849    1905790    -1    4.36
orf02051    1910877    1908886    -1    6.49
orf02052    1912282    1910870    -2    9.86
orf02053    1913611    1912283    -2    3.19
orf02054    1916009    1913628    -3    8.11
orf02056    1918213    1916150    -2    4.54
orf02057    1921812    1918195    -1    3.07
orf02058    1921885    1922745    +1    6.50
orf02059    1923880    1922810    -2    3.44
orf02060    1925049    1923895    -1    4.04
orf02061    1926067    1925231    -2    3.13
orf02062    1927092    1926196    -1    9.20
orf02063    1928413    1927130    -2    5.34
orf02064    1928930    1928421    -3    4.55
orf02065    1929958    1928993    -2    6.85
orf02066    1930200    1930895    +3    5.65
orf02067    1930883    1931746    +2    5.10
orf02068    1931750    1932886    +2    6.74
orf02070    1933309    1935654    +1    4.48
orf02071    1935977    1935801    -3    1.99
orf02072    1936121    1936597    +2    8.14
orf02073    1936594    1936731    +1    2.27
orf02074    1937393    1936827    -3    3.65
orf02076    1938391    1937519    -2    4.77
orf02077    1938696    1938388    -1    2.92
orf02078    1939698    1938739    -1    5.70
orf02079    1940273    1939914    -3    2.94
orf02080    1940693    1940322    -3    2.80
orf02081    1941332    1940754    -3    6.94
orf02082    1941671    1941351    -3    1.35
orf02083    1942032    1941658    -1    3.74
orf02084    1943303    1942842    -3    1.54
orf02085    1944148    1943306    -2    4.71
orf02086    1946144    1944387    -3    4.45
orf02087    1947122    1946151    -3    8.26
orf02088    1947243    1947124    -1    3.00
orf02089    1948022    1947786    -3    1.02
orf02090    1948373    1948573    +2    4.16
orf02091    1948938    1949114    +3    7.63
orf02092    1949165    1949611    +2    7.44
orf02093    1949718    1950704    +3    3.23
orf02094    1950957    1950739    -1    0.57
orf02095    1951671    1952516    +3    2.88
orf02096    1952831    1952631    -3    6.90
orf02097    1953461    1953664    +2    2.90
orf02098    1954129    1953656    -2    11.20
orf02099    1954648    1954253    -2    5.10
orf02100    1954789    1956174    +1    8.30
orf02102    1956171    1956878    +3    12.84
orf02103    1957104    1956889    -1    7.43
orf02105    1958961    1957201    -1    9.48
orf02106    1959245    1960765    +2    10.82
orf02107    1961098    1961538    +1    6.99
orf02108    1961550    1962953    +3    10.16
orf02109    1964893    1963028    -2    11.17
orf02110    1965110    1965409    +2    10.05
orf02111    1965418    1966197    +1    8.76
orf02112    1967028    1966189    -1    6.80
orf02113    1967400    1969301    +3    12.22
orf02114    1969363    1970583    +1    7.23
orf02116    1971155    1970703    -3    5.19
orf02117    1973695    1971491    -2    5.56
orf02118    1973909    1974481    +2    8.17
orf02119    1975616    1974555    -3    8.51
orf02120    1976554    1975790    -2    7.00
orf02121    1977088    1976570    -2    8.58
orf02122    1978472    1977120    -3    6.28
orf02123    1979557    1978487    -2    11.38
orf02124    1980015    1979575    -1    10.11
orf02125    1980701    1980018    -3    6.72
orf02126    1981122    1980691    -1    2.12
orf02127    1982833    1981697    -2    7.97
orf02128    1984437    1982851    -1    9.71
orf02129    1985900    1984896    -3    9.87
orf02130    1986570    1985956    -1    9.91
orf02131    1987188    1986667    -1    8.81
orf02133    1988655    1987276    -1    9.46
orf02134    1988801    1989295    +2    11.80
orf02135    1989336    1990064    +3    3.99
orf02136    1990204    1991385    +1    6.57
orf02137    1991540    1991902    +2    6.92
orf02139    1992608    1991934    -3    5.12
orf02140    1993761    1992727    -1    6.74
orf02142    1994271    1996346    +3    7.09
orf02143    1996387    1997163    +1    6.74
orf02144    1997160    1997711    +3    11.32
orf02145    1997712    1997924    +3    6.31
orf02146    2000068    1997948    -2    11.09
orf02147    2000266    2001072    +1    10.01
orf02148    2001808    2001131    -2    7.40
orf02149    2002551    2001811    -1    8.75
orf02150    2003475    2002699    -1    13.32
orf02151    2004430    2003660    -2    10.02
orf02152    2005147    2006688    +1    7.54
orf02153    2006954    2009230    +2    9.00
orf02154    2009408    2010394    +2    7.30
orf02155    2012292    2010412    -1    12.55
orf02156    2012625    2013365    +3    11.55
orf02158    2013431    2014093    +2    7.37
orf02159    2014214    2014714    +2    10.83
orf02160    2014955    2016889    +2    10.31
orf02161    2017034    2018305    +2    11.76
orf02162    2018318    2019868    +2    10.13
orf02163    2020711    2019953    -2    14.84
orf02164    2020890    2020711    -1    13.14
orf02165    2021881    2020871    -2    9.94
orf02167    2023629    2021881    -1    12.34
orf02168    2025903    2023660    -1    5.14
orf02169    2025939    2026442    +3    7.44
orf02172    2027801    2026557    -3    11.44
orf02173    2028488    2027802    -3    12.70
orf02174    2029689    2028481    -1    11.91
orf02175    2029865    2030440    +2    12.99
orf02176    2030443    2033910    +1    10.22
orf02178    2034086    2034850    +2    10.88
orf02180    2035185    2037260    +3    9.19
orf02181    2037545    2038081    +2    10.29
orf02182    2039483    2038194    -3    9.55
orf02183    2039608    2039724    +1    0.06
orf02184    2040380    2039841    -3    9.80
orf02186    2041420    2040560    -2    9.54
orf02187    2042038    2041448    -2    10.89
orf02189    2042480    2042091    -3    6.86
orf02190    2043877    2042480    -2    9.33
orf02191    2044261    2043911    -2    10.33
orf02192    2044521    2046512    +3    10.98
orf02193    2046682    2047833    +1    9.23
orf02194    2048907    2048068    -1    8.92
orf02195    2049552    2051144    +3    10.41
orf02196    2051224    2051745    +1    7.89
orf02197    2054702    2051820    -3    7.49
orf02199    2055374    2054880    -3    7.67
orf02200    2055531    2056655    +3    7.45
orf02201    2057893    2056697    -2    6.15
orf02202    2058929    2057955    -3    8.78
orf02203    2059164    2059015    -1    3.79
orf02204    2059218    2059982    +3    10.21
orf02205    2060050    2060820    +1    8.62
orf02206    2061573    2060878    -1    10.78
orf02207    2062815    2061646    -1    9.10
orf02208    2063108    2062827    -3    4.77
orf02209    2063525    2063247    -3    4.44
orf02210    2065483    2063813    -2    8.75
orf02212    2066269    2065592    -2    9.07
orf02213    2066763    2066452    -1    8.16
orf02214    2068757    2066898    -3    10.75
orf02215    2069182    2068910    -2    7.62
orf02216    2071726    2069366    -2    13.72
orf02217    2073129    2071849    -1    12.92
orf02218    2073835    2073209    -2    11.49
orf02220    2075242    2073941    -2    13.46
orf02221    2075751    2075533    -1    2.35
orf02222    2075780    2077534    +2    9.48
orf02223    2077537    2078877    +1    11.20
orf02225    2080354    2078993    -2    11.57
orf02226    2081020    2080358    -2    9.10
orf02227    2082085    2081087    -2    11.92
orf02229    2083786    2082317    -2    10.24
orf02230    2084157    2084014    -1    3.92
orf02231    2084355    2084816    +3    5.72
orf02232    2084915    2086747    +2    6.14
orf02233    2086826    2087584    +2    7.81
orf02234    2087587    2088519    +1    9.76
orf02235    2088527    2089198    +2    9.52
orf02236    2089288    2089737    +1    10.71
orf02237    2090031    2090651    +3    8.75
orf02238    2091360    2090698    -1    9.12
orf02239    2092968    2091673    -1    7.09
orf02240    2093368    2093252    -2    3.02
orf02241    2093598    2094458    +3    12.24
orf02242    2094756    2095604    +3    8.26
orf02243    2095589    2097052    +2    7.76
orf02244    2098073    2097183    -3    7.89
orf02245    2098325    2098462    +2    4.52
orf02246    2098432    2100258    +1    6.93
orf02247    2102795    2100348    -3    11.75
orf02248    2103912    2102818    -1    10.41
orf02250    2106719    2104179    -3    10.01
orf02251    2108188    2106983    -2    13.42
orf02252    2109478    2108531    -2    9.47
orf02253    2110613    2109642    -3    10.79
orf02254    2110916    2110638    -3    7.47
orf02256    2111116    2111778    +1    10.32
orf02257    2111799    2112611    +3    12.23
orf02258    2112616    2112879    +1    13.11
orf02259    2113171    2113659    +1    10.21
orf02260    2114049    2113726    -1    12.78
orf02261    2115079    2114204    -2    8.08
orf02262    2115273    2115863    +3    11.43
orf02263    2115876    2117747    +3    9.54
orf02264    2118047    2117856    -3    1.69
orf02265    2118046    2119977    +1    7.94
orf02268    2120575    2120030    -2    8.07
orf02269    2120666    2121826    +2    9.41
orf02270    2123285    2121855    -3    9.95
orf02272    2124259    2123261    -2    11.98
orf02273    2125225    2124347    -2    12.37
orf02274    2126029    2125238    -2    7.46
orf02276    2127731    2126019    -3    10.50
orf02278    2129035    2127728    -2    11.77
orf02279    2129250    2130464    +3    11.70
orf02281    2130617    2131201    +2    11.35
orf02283    2131258    2132583    +1    11.54
orf02284    2133179    2132577    -3    4.93
orf02285    2133183    2133734    +3    6.89
orf02286    2135657    2133810    -3    12.36
orf02287    2136991    2135870    -2    10.40
orf02288    2138801    2137101    -3    13.14
orf02289    2139780    2138926    -1    8.97
orf02290    2140334    2139777    -3    9.52
orf02291    2140656    2140351    -1    9.03
orf02292    2141429    2140716    -3    13.86
orf02293    2143366    2141426    -2    10.09
orf02294    2143592    2143458    -3    12.82
orf02295    2143931    2144764    +2    9.63
orf02296    2146838    2144838    -3    10.88
orf02297    2147068    2148918    +1    11.51
orf02299    2149035    2150048    +3    12.27
orf02300    2150433    2150146    -1    7.89
orf02302    2150537    2151361    +2    9.22
orf02303    2151926    2151522    -3    5.21
orf02305    2152265    2153260    +2    7.69
orf02306    2153408    2154298    +2    7.58
orf02307    2154733    2155737    +1    9.33
orf02308    2155892    2156710    +2    8.54
orf02309    2156788    2157708    +1    9.70
orf02310    2157971    2158204    +2    11.52
orf02311    2159222    2158278    -3    5.82
orf02312    2160544    2159327    -2    8.64
orf02313    2160989    2162434    +2    10.95
orf02314    2163633    2162476    -1    7.49
orf02315    2163777    2163652    -1    2.62
orf02317    2163877    2164467    +1    6.12
orf02318    2164974    2166434    +3    6.32
orf02319    2168077    2166647    -2    8.47
orf02320    2169288    2168521    -1    9.01
orf02322    2170253    2169279    -3    6.19
orf02323    2170884    2170246    -1    13.51
orf02324    2171897    2170881    -3    8.25
orf02325    2172697    2171894    -2    4.17
orf02327    2174019    2172775    -1    10.84
orf02328    2174344    2174108    -2    8.36
orf02329    2175326    2174580    -3    11.52
orf02330    2176265    2175342    -3    12.99
orf02331    2177285    2176335    -3    9.92
orf02332    2178316    2177291    -2    7.37
orf02333    2178496    2178326    -2    6.77
orf02334    2179055    2178531    -3    5.66
orf02335    2179203    2179784    +3    7.36
orf02336    2180832    2179885    -1    11.06
orf02338    2181453    2184602    +3    11.85
orf02339    2184956    2186515    +2    8.21
orf02341    2186633    2187508    +2    7.88
orf02342    2190302    2187618    -3    9.96
orf02343    2190929    2191567    +2    9.55
orf02345    2192769    2191657    -1    12.14
orf02346    2193194    2194639    +2    10.79
orf02348    2195878    2194664    -2    7.97
orf02349    2197042    2196041    -2    11.35
orf02350    2197127    2197342    +2    6.85
orf02351    2197377    2199179    +3    8.16
orf02353    2200557    2199637    -1    7.16
orf02354    2202521    2200578    -3    9.14
orf02355    2202938    2202606    -3    12.89
orf02356    2203190    2203774    +2    6.58
orf02357    2203889    2204392    +2    6.86
orf02358    2204861    2204733    -3    4.34
orf02359    2204863    2205441    +1    6.30
orf02360    2206077    2205454    -1    10.23
orf02361    2207485    2206271    -2    11.35
orf02362    2207964    2207488    -1    12.94
orf02363    2208515    2207961    -3    10.72
orf02364    2210471    2208516    -3    7.69
orf02365    2210950    2210468    -2    10.58
orf02366    2211153    2210947    -1    12.46
orf02367    2211905    2211153    -3    9.63
orf02369    2212664    2211996    -3    10.03
orf02370    2213284    2212661    -2    10.30
orf02371    2214137    2213658    -3    12.44
orf02372    2214631    2214137    -2    9.85
orf02373    2215686    2214670    -1    10.40
orf02374    2216455    2215679    -2    7.38
orf02376    2217598    2216465    -2    5.49
orf02378    2219982    2217625    -1    8.15
orf02379    2220711    2219992    -1    7.35
orf02380    2221147    2220767    -2    5.61
orf02381    2221915    2221181    -2    5.28
orf02382    2222795    2221908    -3    4.13
orf02383    2224296    2222809    -1    5.68
orf02384    2226412    2224331    -2    8.44
orf02385    2227223    2226756    -3    4.40
orf02387    2227421    2230192    +2    8.79
orf02388    2230785    2230189    -1    11.40
orf02389    2230940    2232718    +2    12.21
orf02390    2232824    2233252    +2    10.16
orf02391    2233744    2233514    -2    6.37
orf02392    2236017    2233741    -1    10.26
orf02393    2236229    2236014    -3    5.66
orf02395    2240360    2237016    -3    6.74
orf02396    2241447    2240563    -1    6.45
orf02397    2241531    2242319    +3    4.20
orf02398    2242276    2243094    +1    8.19
orf02399    2244073    2243201    -2    9.87
orf02400    2245239    2244073    -1    10.25
orf02401    2246621    2245407    -3    11.67
orf02402    2249460    2246650    -1    10.13
orf02403    2250259    2249549    -2    6.29
orf02404    2252040    2250274    -1    9.88
orf02405    2252385    2252041    -1    0.40
orf02406    2252591    2252379    -3    5.46
orf02407    2253167    2254456    +2    9.39
orf02409    2255266    2254508    -2    7.09
orf02410    2255331    2256104    +3    7.08
orf02411    2257800    2256154    -1    11.25
orf02412    2258442    2257909    -1    8.69
orf02413    2258535    2259308    +3    9.84
orf02414    2259404    2259625    +2    8.22
orf02415    2259674    2260201    +2    12.10
orf02416    2260964    2260275    -3    8.87
orf02418    2261410    2260970    -2    10.12
orf02420    2261526    2262404    +3    8.45
orf02423    2262909    2262535    -1    4.95
orf02424    2263275    2263727    +3    9.63
orf02425    2264822    2263809    -3    12.86
orf02427    2265951    2264806    -1    11.54
orf02429    2266532    2266155    -3    14.63
orf02430    2267365    2266529    -2    9.33
orf02432    2267492    2269507    +2    10.28
orf02433    2270113    2269586    -2    10.47
orf02435    2270584    2270321    -2    17.08
orf02436    2271153    2270623    -1    10.73
orf02438    2271517    2272140    +1    11.07
orf02439    2273307    2272222    -1    11.39
orf02441    2274469    2273537    -2    11.74
orf02442    2274536    2275096    +2    8.45
orf02443    2276096    2275104    -3    11.13
orf02444    2277026    2276244    -3    9.99
orf02445    2277304    2277035    -2    9.46
orf02446    2278083    2278205    +3    6.51
orf02447    2278057    2277317    -2    11.15
orf02448    2278583    2278194    -3    5.60
orf02451    2278997    2278587    -3    11.67
orf02453    2280117    2279068    -1    9.17
orf02454    2280628    2280125    -2    15.40
orf02455    2282672    2280663    -3    9.53
orf02456    2282708    2282830    +2    1.32
orf02457    2283294    2282851    -1    12.35
orf02458    2284628    2283309    -3    9.88
orf02459    2285432    2284632    -3    14.31
orf02460    2286571    2285525    -2    13.20
orf02461    2288306    2286564    -3    10.27
orf02462    2288633    2288322    -3    11.06
orf02463    2290142    2288709    -3    13.93
orf02464    2291200    2290145    -2    11.24
orf02466    2292778    2291312    -2    12.32
orf02467    2293420    2293010    -2    10.24
orf02468    2293736    2293431    -3    7.49
orf02469    2295738    2293738    -1    11.56
orf02471    2296221    2295760    -1    5.50
orf02472    2297425    2296295    -2    11.93
orf02473    2298794    2297661    -3    11.86
orf02474    2300220    2299084    -1    12.01
orf02475    2301252    2300344    -1    9.65
orf02476    2301782    2301318    -3    5.46
orf02477    2301926    2302282    +2    9.54
orf02478    2302636    2302349    -2    6.35
orf02480    2302887    2303234    +3    10.40
orf02481    2303265    2304398    +3    9.24
orf02482    2304401    2305075    +2    7.83
orf02484    2305077    2305289    +3    6.22
orf02485    2306401    2305382    -2    12.69
orf02486    2307337    2306459    -2    11.47
orf02487    2307615    2308157    +3    8.21
orf02488    2308172    2308639    +2    10.98
orf02489    2310612    2308741    -1    11.41
orf02490    2311867    2310803    -2    11.16
orf02491    2312096    2311860    -3    3.50
orf02492    2312280    2313734    +3    11.09
orf02493    2313757    2314107    +1    13.12
orf02494    2314104    2314664    +3    7.38
orf02495    2314667    2315104    +2    11.34
orf02497    2316459    2315311    -1    11.09
orf02498    2316680    2317933    +2    9.04
orf02499    2318486    2318004    -3    12.71
orf02500    2320282    2318621    -2    12.32
orf02502    2321675    2320824    -3    14.11
orf02503    2322507    2321695    -1    10.71
orf02504    2322906    2322523    -1    9.35
orf02505    2323766    2322906    -3    9.75
orf02506    2324858    2323770    -3    13.19
orf02507    2326147    2324888    -2    8.95
orf02508    2326306    2326923    +1    9.77
orf02509    2326905    2327792    +3    7.16
orf02510    2327823    2328767    +3    10.76
orf02511    2328936    2329526    +3    6.15
orf02512    2329537    2330628    +1    11.08
orf02514    2332848    2332976    +3    3.15
orf02515    2334101    2332968    -3    12.07
orf02516    2335795    2334656    -2    9.68
orf02517    2336063    2335944    -3    2.58
orf02519    2337396    2336203    -1    11.65
orf02520    2339283    2337409    -1    9.54
orf02521    2340401    2339463    -3    12.11
orf02523    2341497    2340412    -1    12.46
orf02525    2342373    2341588    -1    10.87
orf02526    2343176    2342388    -3    12.24
orf02527    2343945    2343196    -1    9.61
orf02528    2345432    2344128    -3    9.67
orf02529    2346168    2345461    -1    10.77
orf02531    2346602    2346186    -3    9.35
orf02532    2347002    2346607    -1    4.68
orf02533    2348049    2347222    -1    5.37
orf02534    2348986    2348060    -2    8.76
orf02535    2349205    2349810    +1    8.57
orf02536    2349941    2350264    +2    8.42
orf02537    2350368    2350793    +3    12.76
orf02538    2351340    2350903    -1    10.32
orf02539    2352016    2351348    -2    8.48
orf02541    2352144    2353277    +3    10.85
orf02544    2358194    2353407    -3    6.12
orf02545    2360659    2358185    -2    6.33
orf02546    2361720    2360905    -1    8.60
orf02547    2364087    2362024    -1    7.93
orf02548    2364699    2365205    +3    6.61
orf02550    2366258    2365293    -3    11.18
orf02551    2367978    2366554    -1    13.28
orf02552    2368179    2370899    +3    11.92
orf02554    2370908    2371348    +2    10.06
orf02555    2374136    2371485    -3    11.30
orf02556    2374169    2374282    +2    1.35
orf02557    2374480    2374364    -2    0.91
orf02558    2374703    2375449    +2    9.39
orf02559    2375930    2376070    +2    4.11
orf02560    2376252    2376830    +3    11.33
orf02562    2376896    2377882    +2    9.79
orf02564    2379401    2377980    -3    8.13
orf02565    2380393    2379749    -2    13.53
orf02566    2380542    2381582    +3    13.30
orf02567    2381585    2382223    +2    11.34
orf02568    2383209    2382364    -1    7.68
orf02571    2383847    2383272    -3    12.85
orf02572    2384165    2386609    +2    11.05
orf02573    2388015    2386756    -1    10.02
orf02574    2388767    2388024    -3    8.84
orf02576    2388824    2389294    +2    8.51
orf02577    2390102    2389365    -3    8.58
orf02578    2390140    2390898    +1    9.19
orf02580    2390970    2392568    +3    10.78
orf02581    2393430    2392585    -1    7.75
orf02582    2393836    2393498    -2    12.76
orf02584    2394520    2393996    -2    8.09
orf02585    2395208    2394897    -3    11.31
orf02586    2396578    2395256    -2    6.86
orf02587    2397677    2396718    -3    15.04
orf02588    2401163    2397732    -3    9.81
orf02589    2401870    2401250    -2    13.79
orf02591    2403034    2401895    -2    12.75
orf02593    2403983    2403195    -3    11.94
orf02594    2404416    2403985    -1    13.58
orf02595    2405577    2404522    -1    7.98
orf02596    2406096    2405587    -1    16.74
orf02597    2408522    2406111    -3    10.74
orf02599    2409929    2408571    -3    11.89
orf02600    2411134    2409926    -2    8.55
orf02601    2412025    2411183    -2    7.93
orf02602    2412795    2412043    -1    9.42
orf02604    2413444    2412887    -2    14.34
orf02605    2414229    2413498    -1    11.97
orf02606    2415259    2414417    -2    10.42
orf02607    2416104    2415391    -1    8.87
orf02608    2416460    2417302    +2    11.36
orf02610    2417407    2420037    +1    10.51
orf02612    2420313    2420696    +3    8.79
orf02613    2421246    2420737    -1    9.23
orf02614    2422220    2421243    -3    7.95
orf02615    2422778    2422308    -3    11.06
orf02616    2423248    2422778    -2    9.81
orf02617    2424622    2423513    -2    12.48
